AcresBurned,RunSumAcresBurned,ArchiveYear,Counties,Started,Extinguished,Fatalities,Injuries,Latitude,Longitude,Location,MajorIncident,Name,PersonnelInvolved,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
51624,908387,2017,Napa,2017-10-08,2017-10-31,6,,38.39206,-122.24367,"Off of Altas Peak Rd, south of Lake Berryessa",TRUE,Atlas Fire (Southern LNU Complex),,783,120,,,
56556,964943,2017,Napa,2017-10-08,2017-10-30,3,,38.4041,-122.5209,"Hwy 12, north of Glen Ellen",TRUE,Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),,172,1355,,,
9989,974932,2017,Yuba,2017-10-08,2017-10-18,4,,39.32198,-121.4021,"Cascade Way and Marysville Rd, north of Collins Lake ",TRUE,Cascade Fire (Wind Complex),,10,264,,,
36523,1011455,2017,Mendocino,2017-10-08,2017-10-27,9,1,39.24873,-123.16635,"North of Hwy 20, west of Mendocino National Forest, south of Black Bart",TRUE,Redwood Valley Fire (Mendocino Lake Complex),,44,546,,,
0,1011455,2017,Napa,2017-10-08,2018-01-09,Unknown,,38.31802,-122.39052,"off Partrick Rd, west of Napa",TRUE,Partrick Fire (Central LNU Complex),,,Unknown,,,
2207,1013662,2017,Lake,2017-10-08,2017-10-26,Unknown,,39.01387,-122.64543,"off Hwy 20 and Sulphur Bank Road, Clearlake Oaks",TRUE,Sulphur Fire (Mendocino Lake Complex),,8,162,,,
76,1013738,2017,Nevada,2017-10-09,2018-02-09,Unknown,,39.19325,-121.08406,"McCourtney Rd and Hwy 20, Grass Valley",TRUE,McCourtney Fire (Wind Complex),,2,13,,,
821,1014559,2017,Nevada,2017-10-09,2018-02-09,Unknown,,39.24549,-121.12792,"near Lone Lobo Trail, Rough and Ready",TRUE,Lobo Fire (Wind Complex),,2,48,,,
6151,1020710,2017,Butte,2017-10-09,2017-10-18,Unknown,,39.39455,-121.40613,"La Porte Rd and Oro Bangor Hwy, Bangor",TRUE,LaPorte Fire (Wind Complex),,2,74,,,
1868,1022578,2017,Sonoma,2017-10-09,2017-10-18,Unknown,,0,0,near Kenwood,TRUE,Adobe Fire (Central LNU Complex),,,Unknown,,,
130,1022708,2017,Calaveras,2017-10-09,2018-01-09,Unknown,,38.40234,-120.52953,"Hwy 26 and Higdon Rd., West Point",TRUE,Point Fire,,,4,,,
0,1022708,2017,Sonoma,2017-10-09,2018-01-09,Unknown,,38.36685,-122.64001,east of Rohnert Park,TRUE,Pressley Fire (Central LNU Complex),,,Unknown,,,
17357,1040065,2017,Sonoma,2017-10-09,2017-10-18,Unknown,,38.76549,-122.90939,"off of Pocket Ranch Rd and Ridge Ranch Rd, Geyserville ",TRUE,Pocket Fire (Central LNU Complex),,2,6,,,
9217,1049282,2017,Orange,2017-10-09,2017-10-18,Unknown,4,33.87041,-117.70975,"Off of East Santa Ana Canyon Rd, west of Gypsum Canyon",TRUE,Canyon 2 Fire,677,55,25,,,1
1660,1050942,2017,Sonoma,2017-10-09,2017-10-13,Unknown,,38.14242,-122.47301,Hwy 37 & Lakeville Highway,FALSE,37 Fire,,,Unknown,,,
45,1050987,2017,San Luis Obispo,2017-10-09,2018-01-09,Unknown,,35.28738,-120.44448,near 3055  West Pozo Rd,FALSE,Pozo Fire,,,Unknown,,,
150,1051137,2017,Butte,2017-10-09,2018-01-09,Unknown,,39.74679,-121.67261,"Honey Run Rd & Merlin Ln, southwest of Paradise ",TRUE,Honey Fire,13,,Unknown,,,
19,1051156,2017,Nevada,2017-10-10,2018-01-09,Unknown,,39.06414,-121.13737,"off Wolf Road and Garden Bar Rd, northwest of Higgins Corner",FALSE,Garden Fire,,,Unknown,,,
23,1051179,2017,Riverside,2017-10-10,2018-01-09,Unknown,,33.50488,-117.02132,"De Portola Road east of Pauba Road, Temecula",FALSE,Portola Fire,,,Unknown,,,
29,1051208,2017,El Dorado,2017-10-10,2018-01-09,Unknown,,38.77921,-120.46234,"off Ice House Road and US-50, east of Riverton, 13 miles east of Camino",FALSE,Ice Fire,,,Unknown,,,
58,1051266,2017,Fresno,2017-10-11,2018-01-09,Unknown,,36.7528,-119.2288,"Elwood Road and Silver Lane, northwest of Squaw Valley",TRUE,Silver Fire,,,3,,,
183,1051449,2017,Kern,2017-10-12,2018-01-09,Unknown,,35.19008,-118.76152,"off Hwy 223, east of Arvin ",FALSE,Quarry Fire,,,Unknown,,,
73,1051522,2017,San Luis Obispo,2017-10-13,2018-01-09,Unknown,,35.78616,-120.96514,"Lynch Canyon Road and Interlake Road, north of Lake Nacimiento",FALSE,Lynch Fire,,,Unknown,,,
426,1051948,2017,El Dorado,2017-10-13,2018-01-09,Unknown,,38.848,-120.287,3 miles northeast of Ice House Reservoir,FALSE,Table Fire,,,Unknown,,,
81,1052029,2017,San Diego,2017-10-13,2018-01-09,Unknown,,33.38613,-117.46709,"Loma Range 217, Camp Pendleton",FALSE,Loma Fire,,,Unknown,,,
100,1052129,2017,Lake,2017-10-14,2018-01-09,Unknown,,39.0199,-122.57487,"off Hwy 20 & Long Valley Rd, 5 miles east of Clearlake Oaks",FALSE,Long Fire,,,Unknown,,,
148,1052277,2017,Trinity,2017-10-14,2018-01-09,Unknown,,40.46836,-123.51619,"off of County Line Creek Rd, near the community of Mad River",FALSE,River Fire,,,Unknown,,,
100,1052377,2017,Sonoma,2017-10-14,2018-04-05,Unknown,,38.46123,-122.58152,east side of Highway 12 near the Oakmont community,TRUE,Oakmont Fire (Central LNU Complex),,,Unknown,,,
25,1052402,2017,San Diego,2017-10-15,2018-01-09,Unknown,,33.18716,-116.50897,"at Wilson Road, east of San Felipe",FALSE,Wilson Fire,,,Unknown,,,
31,1052433,2017,Monterey,2017-10-15,2018-01-09,Unknown,,36.5858,-121.80377,"off York Road and S Boundary Road, east of Monterey ",FALSE,York Fire,,,Unknown,,,
184,1052617,2017,Kern,2017-10-15,2018-04-03,Unknown,,35.3091,-118.701,"Bena Road, east of Bakersfield",FALSE,Rolling Fire,,,Unknown,,,
391,1053008,2017,Santa Cruz,2017-10-16,2018-01-09,Unknown,1,37.18356,-122.07012,"Bear Canyon Road and Deer Creek Road in Boulder Creek, CA",TRUE,Bear Fire,10,,6,,,
50,1053058,2017,Los Angeles,2017-10-17,2018-01-09,Unknown,,34.22551,-118.05545,off Mount Wilson Circle near the Mount Wilson Observatory ,FALSE,Wilson Fire,,,Unknown,,,
1088,1054146,2017,San Diego,2017-10-17,2017-11-14,Unknown,,33.402411,-117.402445,"Range 600, Case Springs Road, Camp Pendleton",FALSE,Buffalo Fire,,,Unknown,,,
116,1054262,2017,Alameda,2017-10-17,2018-01-09,Unknown,,37.7393,-121.85663,off Fallon Road 3 miles East of Dublin ,FALSE,Fallon Fire,,,Unknown,,,
13,1054275,2017,Stanislaus,2017-10-18,2018-01-09,Unknown,,37.89532,-120.84748,off Milton Road and Sonora Road north of Woodward Reservoir Park,FALSE,Milton Fire,,,Unknown,,,
21,1054296,2017,San Luis Obispo,2017-10-20,2018-01-09,Unknown,,35.41112,-120.00353,"Off Soda Lake Rd, Carrizo Plains area ",FALSE,Soda Fire,,,Unknown,,,
100,1054396,2017,San Diego,2017-10-21,2018-01-09,Unknown,,32.64962,-116.37345,"off Highway 94 and Church Rd, Campo Indian Reservation ",FALSE,Church Fire,,,Unknown,,,
50,1054446,2017,Riverside,2017-10-23,2018-01-09,Unknown,,33.8826,-117.00589,"Lambs Canyon Road & Gilman Springs Road, Gilman Springs",FALSE,Extension Fire,,,Unknown,,,
40,1054486,2017,San Bernardino,2017-10-24,2018-01-09,Unknown,,34.13534,-117.4982,"Interstate 15 and Interstate 210, Rancho Cucamonga",FALSE,Freeway Fire,,,Unknown,,,
86,1054572,2017,Ventura,2017-10-24,2018-01-09,Unknown,,34.34949,-119.30918,off Hwy 33 & Casitas Vista Rd,FALSE,Vista Fire,,,Unknown,,,
50,1054622,2017,Kern,2017-10-26,2018-01-09,Unknown,,35.21556,-118.56578,"Hwy 58 and Keene Ranch Rd, community of Keene",FALSE,Tank Fire,,,Unknown,,,
866,1055488,2017,Riverside,2017-10-26,2018-01-09,Unknown,,33.60247,-117.34192,"S Main Divide Rd and Wildomar OHV Park, west of Wildomar City",FALSE,Wildomar Fire,,,Unknown,,,
194,1055682,2017,Tehama,2017-10-26,2018-01-09,Unknown,,40.02261,-121.91425,"North Rim of the Mill Creek drainage, east of Los Molinos",FALSE,Tehama Fire,,,Unknown,,,
37,1055719,2017,Shasta,2017-10-31,2018-01-09,Unknown,,40.774,-122.309,"I-5 and Turntable Bay, 7 miles NE of Shasta Lake ",FALSE, Bridge Fire,,,Unknown,,,
43,1055762,2017,Tehama,2017-11-02,2018-01-09,Unknown,,39.81517,-122.28165,"Roser Rd & Sour Grass Rd, 6 miles NW of Orland",FALSE,Roser Fire,,,Unknown,,,
370,1056132,2017,Mono,2017-11-13,2018-01-09,Unknown,,38.46111,-119.48284,"Hwy 395, north of Hwy 108, Walker Watershed, south of Walker",FALSE,Chris Fire,,,Unknown,,,
40,1056172,2017,Riverside,2017-11-14,2018-01-09,Unknown,,33.90327,-116.50151,"Off Palm Dr & 20th Ave, Desert Hot Springs",FALSE,Palm Fire,,,Unknown,,,
47,1056219,2017,San Benito,2017-11-25,2018-01-09,Unknown,,36.38109,-121.00391,Airline Hwy and Bitterwater Road,FALSE,Bitterwater Fire,,,Unknown,,,
99,1056318,2017,San Bernardino,2017-11-29,2018-01-09,Unknown,,34.035344,-116.940661,"Off Oak Glen Rd and Pine Bench Rd, east of Oak Glen",FALSE,Oak Fire,,,Unknown,,,
40,1056358,2017,Riverside,2017-12-04,2018-01-09,Unknown,,33.96514,-117.4764," Riverdale Place and Lakeview Ave, Santa Ana Riverbed ",FALSE,Riverdale Fire,,,Unknown,,,
281893,1338251,2017,Santa Barbara,2017-12-04,2018-01-12,23,,34.41521,-119.09124,"Hwy 150 and Hwy 126, north of Santa Paula ",TRUE,Thomas Fire,,280,1063,,,
15619,1353870,2017,Los Angeles,2017-12-05,2018-01-09,Unknown,,34.31283,-118.35863,"Kagel Canyon Rd, north of Lake View terrace ",TRUE,Creek Fire,,26,37,,,
6049,1359919,2017,Los Angeles,2017-12-05,2017-12-12,Unknown,,34.45283,-118.58188,"along Rye Canyon Loop, west Valencia",TRUE,Rye Fire,652,3,6,,,6
34,1359953,2017,San Bernardino,2017-12-05,2018-01-09,Unknown,,34.21829,-117.40625,"near the Hwy 15 and Hwy 215 junction, near Glen Helen Regional Park ",FALSE,Meyers Fire,,,Unknown,,,
260,1360213,2017,San Bernardino,2017-12-05,2018-01-09,Unknown,,34.16564,-117.33334,"University Pkwy. and Varsity Ave., San Bernardino City",FALSE,Little Mountain Fire,,,Unknown,,,
422,1360635,2017,Los Angeles,2017-12-06,2018-01-23,Unknown,,34.09454,-118.48178,N Sepulveda Blvd at I-405,TRUE,Skirball Fire,,,Unknown,,,
4100,1364735,2017,San Diego,2017-12-07,2017-12-16,Unknown,,33.3237,-117.163,"Old Hwy 395 at Dulin Road, Bonsall",TRUE,Lilac Fire,,64,157,,,
300,1365035,2017,Riverside,2017-12-07,2018-01-09,Unknown,,33.59257,-117.14979,"Los Alamos Rd & Liberty Rd, city of Murrieta",FALSE,Liberty Fire,,,Unknown,,,
19,1365054,2017,Riverside,2017-12-13,2018-01-09,Unknown,,33.88994,-116.91023,"off Shirleon Road and Old Banning and Idyllwild Road, Banning area",FALSE,Longhorn Fire,,,Unknown,,,
14,1365068,2017,Santa Barbara,2017-12-14,2018-01-09,Unknown,,34.605358,-120.414875,"off the 3500 Block of Highway 1, south east of Lompoc",FALSE,Coast Fire,,,Unknown,,,
14,1365082,2017,Santa Barbara,2017-12-16,2018-01-09,Unknown,,34.71796,-120.27077,"off Drum Canyon Rd, south of Los Alamos",FALSE,Drum Fire,,,Unknown,,,
45,1365127,2017,Riverside,2017-12-21,2018-01-09,Unknown,,33.9885,-117.38417,"Mission Inn Ave. and Redwood Dr., Riverside",FALSE,Riverbottom Fire,,,Unknown,,,
80,1365207,2017,El Dorado,2017-12-28,2018-01-09,Unknown,,38.869036,-119.61865,"off Hwy 395, south of Gardnerville in Nevada",FALSE,Holiday Fire,,,Unknown,,,
0,1365207,2017,,2017-12-31T59:59:59Z,2017-12-31T59:59:59Z,0,,,,,,,,,Unknown,,,
0,0,2018,,2018-01-01,2018-01-01,0,,,,,,,,,Unknown,,,
0,0,2018,Santa Barbara,2018-01-09,2019-01-03,Unknown,,0,0,"Montecito, Summerland and Carpenteria",TRUE,Montecito Flooding / Mudflows,,,Unknown,,,
0,0,2018,Ventura,2018-01-09,2019-01-03,Unknown,,0,0,"Montecito, Summerland and Carpenteria",TRUE,Montecito Flooding / Mudflows,,,Unknown,,,
50,50,2018,Monterey,2018-02-07,2019-01-03,Unknown,,35.96689,-121.28185,"Nacimento Fergusson Road and Hayfork Road, west of the community of Lockwood",FALSE,Haycamp Fire,,,Unknown,,,
33,83,2018,Tulare,2018-02-18,2019-01-03,Unknown,,0,0,"Road 136 and Avenue 440, Community of Orosi",FALSE,Wilcox Fire,,,Unknown,,,
2070,2153,2018,Inyo,2018-02-18,2018-04-03,Unknown,,37.40208,-118.50235,"Pleasant Valley Dam Road and Hwy 395, north of Bishop",TRUE,Pleasant Fire,,,Unknown,,,
258,2411,2018,Santa Barbara,2018-03-27,2019-01-03,Unknown,,34.0232,-119.76576,"Channel Islands National Park, Santa Cruz Island",FALSE,Santa Cruz Fire,,,Unknown,,,
11,2422,2018,Shasta,2018-03-27,2019-01-03,Unknown,,40.4635,-121.77419,"Rock Creek Rd, SE of Shingletown",FALSE,Rock Fire,,,Unknown,,,
21,2443,2018,Riverside,2018-04-09,2019-01-03,Unknown,,33.86439,-117.48144,"Tin Mine Rd, north of the Cajalco Expressway",FALSE,Meadow Fire,,,Unknown,,,
30,2473,2018,Fresno,2018-04-12,2019-01-03,Unknown,,35.92436,-119.94083,"25th Ave & Ultica Ave, south of Kettleman City",FALSE,Aqueduct Fire,,,Unknown,,,
15,2488,2018,Riverside,2018-04-15,2019-01-03,Unknown,,33.711263,-116.164058,"Tyler Street and Vista Del Sur, Coachella, City of Coachella",TRUE,Tyler Fire,105,,Unknown,,,2
1265,3753,2018,Inyo,2018-04-19,2018-05-21,Unknown,,36.71537,-118.08449,"Highway 395 and Moffat Ranch Road, north of Lone Pine",TRUE,Moffat Fire,325,,Unknown,,,1
18,3771,2018,Riverside,2018-04-22,2019-01-03,Unknown,,33.88744,-117.16232,"Via Del Lago and Alta Calle, Lake Perris, Moreno Valley",FALSE,Lago Fire,,,Unknown,,,
0,3771,2018,Humboldt,2018-04-24,2019-01-03,Unknown,,40.70258,-123.55012,"Black Bennet Rd. near Grape Creek, 8 miles southwest of Burnt Ranch",FALSE,Grape Fire,,,Unknown,,,
20,3791,2018,Plumas,2018-04-26,2019-01-04,Unknown,,39.89075,-120.18499,"Frenchman Lake Rd., south of Frenchman Lake, 7 miles north of Chilcoot",FALSE,French Fire,,,Unknown,,,
73,3864,2018,Riverside,2018-04-28,2019-01-04,Unknown,,33.67815,-117.32281,"Main Street and Interstate 15, City of Lake Elsinore",FALSE,Main Fire,,,Unknown,,,
1756,5620,2018,Merced,2018-05-02,2018-05-17,Unknown,,36.85156,-120.77206,Interstate 5 and W Nees Ave. south of Los Banos ,FALSE,Nees Fire,,,Unknown,,,
300,5920,2018,San Diego,2018-05-04,2019-01-04,Unknown,,33.389425,-117.502405,"Basilone Rd and San Juan Rd, Camp Pendleton Marine Corps Base",FALSE,Alpha Fire,,,Unknown,,,
70,5990,2018,Riverside,2018-05-04,2019-01-04,Unknown,,33.504964,-117.148204,"Via Santa Rosa near Via Tornado, southwest of Temecula",FALSE,Tornado Fire,,,Unknown,,,
15,6005,2018,Riverside,2018-05-04,2019-01-04,Unknown,,33.467999,-117.003829,"Hwy 79 & Woodchuck Road, Temecula",FALSE,Woodchuck Fire,,,Unknown,,,
127,6132,2018,Siskiyou,2018-05-09,2019-01-04,Unknown,,41.65935,-122.48556,"west of Rancho Hills, community of Lake Shastina, north of Weed",FALSE,Shastina Fire,,,Unknown,,,
18,6150,2018,San Diego,2018-05-09,2019-01-04,Unknown,,33.40178,-117.27467,"De Luz Rd and Wisecarver fuel break, Camp Pendleton Marine Corps Base",FALSE,Jacques Fire,,,Unknown,,,
12,6162,2018,San Diego,2018-05-10,2019-01-04,Unknown,,33.12213,-116.58759,"Volcan Road and Farmer Road, north of the community of Julian",FALSE,Volcan Fire,,,Unknown,,,
12,6174,2018,Alameda,2018-05-14,2019-01-04,Unknown,,37.73835,-121.6039,"Grant Line Road and I-580, east of Livermore",FALSE,Grant Fire,,,Unknown,,,
293,6467,2018,Kern,2018-05-16,2019-01-04,Unknown,,0,0,"Twisselman Road and Kecks Road, west of Highway 33",FALSE,Twisselman Fire,,,Unknown,,,
60,6527,2018,Santa Barbara,2018-05-17,2019-01-04,Unknown,,34.74245,-120.18236,"Alisos Canyon Rd, Santa Ynez, north of Santa Barbara ",FALSE,Happy Fire,,,Unknown,,,
1261,7788,2018,Riverside,2018-05-17,2018-05-21,Unknown,,33.62924,-117.05992,"off Rawson Road and Royal Netherlands Road, south of Winchester",FALSE,Patterson Fire,,,Unknown,,,
26,7814,2018,Tulare,2018-05-18,2019-01-04,Unknown,,35.826333,-118.9821,"off Road 272 and Avenue 2, east of Delano",FALSE,White Fire,,,Unknown,,,
103,7917,2018,Tehama,2018-05-18,2019-01-04,Unknown,,40.31759,-122.21032,"Off Jellysferry Rd, north of Red Bluff",FALSE,Jelly Fire,,,Unknown,,,
27,7944,2018,Siskiyou,2018-05-19,2019-01-04,Unknown,,41.791859,-122.513883,"off Ager Road, northeast of Montague",FALSE,Ager Fire,,,Unknown,,,
88,8032,2018,Merced,2018-05-20,2019-01-04,Unknown,,37.056944,-121.01638,off Highway 33 and south of Highway 152,FALSE,Plaza Fire,,,Unknown,,,
12,8044,2018,Napa,2018-05-21,2019-01-04,Unknown,,38.16303,-122.23059,"American Canyon Rd, East of American Canyon",FALSE,Bellagio Fire,,,Unknown,,,
59,8103,2018,San Diego,2018-05-22,2019-01-04,Unknown,,33.35505,-117.03134,"Hwy 76 and Agua Tibia Ranch Rd, 7.5 miles east of I-15",FALSE,Agua Fire,,,Unknown,,,
56,8159,2018,Madera,2018-05-23,2019-01-04,Unknown,,37.0979,-119.75307,"Off Hwy 41 & Rd 406, south of ONeals",TRUE,Experimental Fire,,,Unknown,,,
100,8259,2018,San Luis Obispo,2018-05-24,2019-01-04,Unknown,,35.56922,-120.12441,"Bitterwater Rd and Bitterwater Canyon Rd, California Valley Area",FALSE,Water Fire,,,Unknown,,,
108,8367,2018,Fresno,2018-05-26,2019-01-04,Unknown,,36.75581,-119.42172,"Cobblestone Lane and Thernal Road, Tivy Valley",FALSE,Cobble Fire,,,Unknown,,,
16,8383,2018,Santa Clara,2018-05-27,2019-01-04,Unknown,,37.21803,-121.76828,"Keeler Court and Santa Teresa Blvd., south of San Jose",FALSE,Keeler Fire,,,Unknown,,,
10,8393,2018,Riverside,2018-05-28,2019-01-04,Unknown,,33.53924,-116.10231,"Highway 86 Expressway and Avenue 70, Thermal",FALSE,70th Fire,,,Unknown,,,
75,8468,2018,Glenn,2018-05-28,2019-01-04,Unknown,,39.65578,-122.58666,"Hwy 162 and Forest Hwy 7, northwest of Elk Creek",FALSE,Chrome Fire,,,Unknown,,,
63,8531,2018,Stanislaus,2018-05-29,2019-01-04,Unknown,,37.32744,-121.10903,"Interstate 5 and Stuhr Rd, South of Patterson",FALSE,Stuhr Fire,,,Unknown,,,
25,8556,2018,San Luis Obispo,2018-05-29,2019-01-04,Unknown,,35.71859,-120.64028,"Estrella Rd and Airport Rd, North of Paso Robles",FALSE,Vineyard Fire,,,Unknown,,,
484,9040,2018,Alameda,2018-05-30,2019-01-04,Unknown,,37.75375,-121.57918,"near Grant Line Rd and Mountain House Rd, Altamont Area ",FALSE,Grant Fire,,,1,,,
14,9054,2018,Yolo,2018-06-01,2019-01-04,Unknown,,38.64953,-122.01762,"County Road 25 and County Road 86A, community of Madison north of Winters       ",FALSE,Madison FIre,,,Unknown,,,
127,9181,2018,Glenn,2018-06-01,2019-01-04,Unknown,,39.46543,-122.65582,"Open Ridge, NW of Dry Creek Hill, 11 miles SW of Elk Creek",FALSE,Open Fire,,,Unknown,,,
23,9204,2018,Tehama,2018-06-01,2019-01-04,Unknown,,40.201826,-122.29388,"Plymire Rd and Deer Valley Rd, West of Red Bluff ",FALSE,Plymire Fire,,,Unknown,,,
13,9217,2018,Fresno,2018-06-02,2019-01-04,Unknown,,36.10499,-120.55324,"Hwy 198 and Coldwell Ln, 10 miles west of Coalinga",FALSE,Coldwell Fire,,,Unknown,,,
23,9240,2018,Contra Costa,2018-06-02,2019-01-04,Unknown,,37.99113,-121.86473,Glen Canyon Circle and  Chaparral Drive  SE of Pittsburg,FALSE,Glen Fire,,,Unknown,,,
175,9415,2018,Orange,2018-06-02,2019-01-04,Unknown,,33.55132,-117.72044,"Aliso Woods Canyon Park, Community of Aliso Viejo",FALSE,Aliso Fire,,,Unknown,,,
10,9425,2018,Riverside,2018-06-02,2019-01-04,Unknown,,33.45014,-117.22215,"Calle Jardin  and Calle Uva, Temecula",FALSE,Jardin Fire,,,Unknown,,,
10,9435,2018,Tehama,2018-06-03,2019-01-04,Unknown,,39.80827,-122.3307,Black Butte Lake and Newville Road west of Orland,FALSE,Black Fire,,,Unknown,,,
11,9446,2018,Riverside,2018-06-03,2019-01-04,Unknown,,33.47413,-117.31468,"Vuelta Grande Rd and Carancho Rd, Community of De Luz",FALSE,Grande Fire,,,Unknown,,,
17,9463,2018,Riverside,2018-06-03,2019-01-04,Unknown,,33.742,-117.28189,"Highway 74 and Ethanac Rd, City of Perris",FALSE,Ethanac Fire,,,Unknown,,,
35,9498,2018,San Benito,2018-06-03,2019-01-04,Unknown,,36.83036,-121.36446,"Fairview Rd and John Smith Rd, City of Hollister",FALSE,Fairview Fire,,,Unknown,,,
12,9510,2018,San Luis Obispo,2018-06-03,2019-01-04,Unknown,,35.75737,-120.91793,"Lake Nacimiento, 10 miles west of Paso Robles",FALSE,Resort Fire,,,Unknown,,,
37,9547,2018,Siskiyou,2018-06-03,2019-01-04,Unknown,,41.58233,-122.33769,"Martin Dr. and Stanton Drive, NE of Lake Shastina",FALSE,Martin Fire,,,Unknown,,,
38,9585,2018,San Diego,2018-06-03,2019-01-04,Unknown,,32.78031,-117.06782,"I-8 and College Ave, San Diego City",FALSE,Adobe Fire,,,Unknown,,,
10,9595,2018,San Diego,2018-06-03,2019-01-04,Unknown,,32.75072,-116.92404,"Greenwick Rd and Brabham St, Community of Rancho San Diego",FALSE,Green Fire,,,Unknown,,,
1352,10947,2018,Los Angeles,2018-06-04,2018-06-13,Unknown,,34.5486,-118.31138,"off Anthony Road and Hierba Road, North of Agua Dulce",FALSE,Stone Fire,,,Unknown,,,
12,10959,2018,Siskiyou,2018-06-04,2019-01-04,Unknown,,41.64805,-122.98442,"Meamber Creek Road, 8 miles west of Fort Jones",FALSE,Meamber Fire,,,Unknown,,,
1314,12273,2018,San Benito,2018-06-04,2018-06-14,Unknown,,36.40755,-120.99322,Coalinga and Airline Highway,TRUE,Airline Fire,,,Unknown,,,
513,12786,2018,San Benito,2018-06-04,2019-01-04,Unknown,,36.378333,-120.901167,"Coalinga Road, east of Bitterwater ",TRUE,Eastern Fire,,,Unknown,,,
300,13086,2018,Madera,2018-06-04,2019-01-04,Unknown,,37.10181,-119.623981,"Road 210 and Road 200, Oneal",FALSE,ONeals Fire,,,Unknown,,,
64,13150,2018,San Benito,2018-06-04,2019-01-04,Unknown,,36.64832,-121.03253,"Panoche Road, north of San Benito",FALSE,Panoche Fire,,,Unknown,,,
10,13160,2018,Sonoma,2018-06-05,2019-01-04,Unknown,,38.245151,-122.44408,"Hwy 12 and Broadway, Schellville ",FALSE,Pallet Fire,,,Unknown,,,
12,13172,2018,San Diego,2018-06-05,2019-01-04,Unknown,,33.40769,-117.22974,"Vista Del Lago/Via Ranchitos, Fallbrook",FALSE,Vista Fire,,,Unknown,,,
265,13437,2018,San Diego,2018-06-06,2019-01-04,Unknown,1,32.63046,-116.46674,"Off Hwy 94 and Campo Truck Trail, Campo",TRUE,Recycle Fire,,,Unknown,,,
200,13637,2018,Merced,2018-06-07,2019-01-04,Unknown,,37.33924,-120.24315,"Cunningham Road and Hwy 140, Planda",FALSE,Bear Fire,,,Unknown,,,
2956,16593,2018,Tehama,2018-06-09,2018-06-14,Unknown,,39.94355,-122.3571,"Off Apple Rd & Paskenta Rd, west of Corning",TRUE,Apple Fire,,,5,,,
175,16768,2018,Los Angeles,2018-06-09,2019-01-04,Unknown,,37.97638,-122.5275,"I-5 and Calgrove Blvd, Santa Clarita",FALSE,South Fire,,,Unknown,,,
12,16780,2018,Marin,2018-06-09,2019-01-04,Unknown,,37.97638,-122.5275,"Mission Avenue and C Street, City of San Rafael",FALSE,Mission Fire,,,Unknown,,,
96,16876,2018,Monterey,2018-06-09,2019-01-04,Unknown,,35.9352,-121.11936,"Sam Jones and Jolon Rd, Fort Hunter Liggett ",FALSE,Sam Fire,,,Unknown,,,
2290,19166,2018,Glenn,2018-06-09,2018-06-21,Unknown,,39.64978,-122.58218,"Hwy 162 and Forest Hwy 7, north of Elk Creek",TRUE,Chrome Fire,,,1,,,
4064,23230,2018,Madera,2018-06-11,2018-10-11,Unknown,,37.571,-119.118,near the Lion Point area in the Ansel Adams Wilderness,FALSE,Lions Fire,,,Unknown,,,
62,23292,2018,San Joaquin,2018-06-11,2019-01-04,Unknown,,38.24033,-121.09199,off East Liberty Road ,FALSE,Liberty Fire,,,Unknown,,,
155,23447,2018,Orange,2018-06-11,2019-01-04,Unknown,,33.787838,-117.746625,off Highway 241 and Santiago Canyon Road,FALSE,Santiago Fire,,,Unknown,,,
154,23601,2018,Riverside,2018-06-12,2019-01-04,Unknown,,33.925862,-117.654299,off Highway 71 south of Euclid Avenue in Chino,FALSE,Euclid Fire,,,Unknown,,,
